key_resp_welcome_started,key_resp_welcome_keys,key_resp_welcome_rt,key_resp_welcome_duration,prolific_pid,path_id,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_instruction1_started,key_resp_instruction1_keys,key_resp_instruction1_rt,key_resp_instruction1_duration,key_resp_instruction2_started,key_resp_instruction2_keys,key_resp_instruction2_rt,key_resp_instruction2_duration,key_resp_instruction3_started,key_resp_instruction3_keys,key_resp_instruction3_rt,key_resp_instruction3_duration,key_resp_instruction4_started,key_resp_instruction4_keys,key_resp_instruction4_rt,key_resp_instruction4_duration,practiceCondition,practice_reward_seqs,practice_trial_started,practice_trial_num,prac_presentationInterval,practice_reward_seq,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,practice_resp_rt,practice_keypress_time,practice_resp_keys,reward_img,cumulative_reward,trial_reward,block_break_started,practice_end_time,practice_end_keys,practice_end_rt,practice_end_duration,main_instruction_text_started,block_condition,block_order_indices,main_instruction_keys,main_instruction_rt,main_instruction_duration,block_number,block_assignment,current_condition,main_reward_seqs,main_trial_started,main_trial_num,main_trial_keys,main_trial_rt,main_trial_keypress_time,main_presentationInterval,reward_presentation_time,main_reward_seq,reward_rand_val,main_reward_img,current_reward,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,block_reward,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,block_reward.length,block_reward_all,reward_amount,date_end_task
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,2,5,,,308.35,2,right,0.52,308.883,1,0.3,"[1,2,3]",0.198272782,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,2,5,,,310.183,3,right,0.588,310.799,1,0.3,"[1,2,3]",0.645223616,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,2,5,,,312.099,4,up,0.634,312.75,1.5,0.3,"[1,2,3]",0.264226,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,2,5,,,314.549,5,up,0.804,315.366,1,0.3,"[3,1,2]",0.716201905,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,2,5,,,316.666,6,up,0.566,317.25,1.5,0.3,"[3,1,2]",0.107363815,stimuli/card_10_transparent.png,10,6,0,6,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,2,5,,,319.049,7,up,0.768,319.833,0.5,0.3,"[3,1,2]",0.146994223,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,2,5,,,320.633,8,up,0.576,321.216,1,0.3,"[3,1,2]",0.519906568,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,,,,,,,,,,,,,2,5,,,322.516,9,up,0.589,323.116,1,0.3,"[3,1,2]",0.552277567,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,2,5,,,324.416,10,up,0.501,324.933,1.5,0.3,"[3,1,2]",0.406343647,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,2,5,,,326.733,11,up,0.522,327.266,0.5,0.3,"[3,1,2]",0.065022261,stimuli/card_0_transparent.png,0,11,0,11,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,,,,,,,,,,,,,2,5,,,328.066,12,up,0.622,328.699,1.5,0.3,"[3,1,2]",0.651848583,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,2,5,,,330.499,13,up,0.668,331.183,1.5,0.3,"[3,1,2]",0.340131161,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,,,,,,,,,,,,,2,5,,,332.982,14,up,0.517,333.516,0.5,0.3,"[3,1,2]",0.788142503,stimuli/card_100_transparent.png,100,14,0,14,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[670,760]",1,0,1,0,1,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,3,8,"[11,15]","[[2,1,3],[1,2,3]]",339.318,0,left,0.859,340.199,1.5,0.3,"[2,1,3]",0.672488461,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,3,8,,,342,1,left,0.718,342.749,1,0.3,"[2,1,3]",0.11203245,stimuli/card_100_transparent.png,100,1,0,1,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,3,8,,,344.05,2,left,0.717,344.799,1.5,0.3,"[2,1,3]",0.742476635,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,3,8,,,346.599,3,left,0.584,347.199,1.5,0.3,"[2,1,3]",0.493583209,stimuli/card_10_transparent.png,10,3,0,3,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,3,8,,,349,4,left,0.809,349.816,0.5,0.3,"[2,1,3]",0.621541881,stimuli/card_10_transparent.png,10,4,0,4,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,3,8,,,350.616,5,right,0.619,351.266,1.5,0.3,"[2,1,3]",0.819052418,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,3,8,,,353.066,6,right,0.651,353.733,1,0.3,"[2,1,3]",0.423334827,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,3,8,,,355.033,7,right,0.6,355.65,0.5,0.3,"[2,1,3]",0.439657152,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,3,8,,,356.449,8,up,0.692,357.149,0.5,0.3,"[2,1,3]",0.183199025,stimuli/card_10_transparent.png,10,8,0,8,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,3,8,,,357.949,9,up,0.591,358.549,1.5,0.3,"[2,1,3]",0.810684809,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,3,8,,,360.349,10,up,0.567,360.932,0.5,0.3,"[2,1,3]",0.103195812,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,3,8,,,361.732,11,up,0.554,362.299,1.5,0.3,"[1,2,3]",0.861705407,stimuli/card_10_transparent.png,10,11,0,11,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,3,8,,,364.099,12,up,0.673,364.782,1,0.3,"[1,2,3]",0.133571929,stimuli/card_100_transparent.png,100,12,0,12,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,,,,,,,3,8,,,366.083,13,up,0.633,366.749,1,0.3,"[1,2,3]",0.130928743,stimuli/card_100_transparent.png,100,13,0,13,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,3,8,,,368.049,14,up,2.282,370.365,0.5,0.3,"[1,2,3]",0.359338228,stimuli/card_10_transparent.png,10,14,0,14,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[670,760,480]",2,0,2,0,1,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,4,1,"[12,15]","[[2,1,3],[2,3,1]]",376.167,0,left,0.575,376.765,1,0.3,"[2,1,3]",0.478732818,stimuli/card_10_transparent.png,10,0,0,0,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,4,1,,,378.065,1,left,0.887,378.966,1,0.3,"[2,1,3]",0.933988059,stimuli/card_10_transparent.png,10,1,0,1,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,1,,,380.266,2,left,0.801,381.082,1.5,0.3,"[2,1,3]",0.693679257,stimuli/card_10_transparent.png,10,2,0,2,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,1,,,382.882,3,up,0.639,383.532,0.5,0.3,"[2,1,3]",0.085632908,stimuli/card_0_transparent.png,0,3,0,3,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,1,,,384.332,4,up,0.573,384.916,1.5,0.3,"[2,1,3]",0.016800022,stimuli/card_0_transparent.png,0,4,0,4,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,1,,,386.715,5,right,0.627,387.349,1,0.3,"[2,1,3]",0.634012051,stimuli/card_0_transparent.png,0,5,0,5,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,4,1,,,388.649,6,right,0.689,389.349,1.5,0.3,"[2,1,3]",0.709725669,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,4,1,,,391.148,7,right,0.567,391.732,1.5,0.3,"[2,1,3]",0.179326352,stimuli/card_10_transparent.png,10,7,0,7,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,4,1,,,393.532,8,up,0.568,394.116,0.5,0.3,"[2,1,3]",0.569768855,stimuli/card_100_transparent.png,100,8,0,8,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,4,1,,,394.916,9,up,0.604,395.532,1.5,0.3,"[2,1,3]",0.610707282,stimuli/card_100_transparent.png,100,9,0,9,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,,,,,,,,,,,,4,1,,,397.332,10,up,0.783,398.132,0.5,0.3,"[2,1,3]",0.682224689,stimuli/card_100_transparent.png,100,10,0,10,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,4,1,,,398.932,11,up,0.567,399.515,1,0.3,"[2,1,3]",0.351828108,stimuli/card_100_transparent.png,100,11,0,11,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,4,1,,,400.815,12,up,0.817,401.649,0.5,0.3,"[2,3,1]",0.533014779,stimuli/card_0_transparent.png,0,12,0,12,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,4,1,,,402.449,13,up,0.667,403.132,0.5,0.3,"[2,3,1]",0.466747504,stimuli/card_0_transparent.png,0,13,0,13,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,4,1,,,403.932,14,up,0.553,404.498,1.5,0.3,"[2,3,1]",0.552474006,stimuli/card_0_transparent.png,0,14,0,14,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[670,760,480,440]",3,0,3,0,1,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,5,2,"[6,15]","[[1,3,2],[3,2,1]]",411.3,0,left,0.877,412.199,0.5,0.3,"[1,3,2]",0.616010251,stimuli/card_100_transparent.png,100,0,0,0,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,5,2,,,412.999,1,left,0.857,413.866,0.5,0.3,"[1,3,2]",0.039161749,stimuli/card_0_transparent.png,0,1,0,1,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,5,2,,,414.665,2,left,0.734,415.415,0.5,0.3,"[1,3,2]",0.691527519,stimuli/card_100_transparent.png,100,2,0,2,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,5,2,,,416.215,3,left,0.634,416.865,0.5,0.3,"[1,3,2]",0.729322527,stimuli/card_100_transparent.png,100,3,0,3,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,5,2,,,417.666,4,left,0.549,418.248,1.5,0.3,"[1,3,2]",0.67653437,stimuli/card_100_transparent.png,100,4,0,4,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,5,2,,,420.048,5,left,0.5,420.565,0.5,0.3,"[1,3,2]",0.271181152,stimuli/card_100_transparent.png,100,5,0,5,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,5,2,,,421.365,6,left,1.037,422.415,1,0.3,"[3,2,1]",0.727271891,stimuli/card_0_transparent.png,0,6,0,6,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,5,2,,,423.715,7,left,0.591,424.315,0.5,0.3,"[3,2,1]",0.633095135,stimuli/card_0_transparent.png,0,7,0,7,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,5,2,,,425.115,8,left,0.585,425.715,1,0.3,"[3,2,1]",0.432591722,stimuli/card_0_transparent.png,0,8,0,8,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,,,,,,,5,2,,,427.016,9,up,0.501,427.549,1,0.3,"[3,2,1]",0.387754335,stimuli/card_10_transparent.png,10,9,0,9,0,1,,,,,,,,,,
,,,,669ef51d969be2073275aec3,C,2024-10-23_12h31.57.113,Slot Machine Game,2023.1.3,Win32,60.0240096,669ef51d969be2073275aec3,67167c13dd87566d3602e731,671932ce864a16d42d3af8ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,5,2,,,428.849,10,up,0.506,429.382,1.5,0.3,"[3,2,1]",0.632094933,stimuli/card_10_transparent.png,10,10,0,10,0,1,,,,,,,,,,
